"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","en","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","201.3651","Medium","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","6.7","40"
"False","150000000","Family, Comedy, Adventure, Fantasy","https://www.minecraft-movie.com","tt3566834","surrealism, exploration, portal, friends, survival, based on video game, aftercreditsstinger, duringcreditsstinger, journey, imagination, fantasy, familiar, building, zoombie","950387","en","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","191.5285","Medium","https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg","Warner Bros. Pictures, Legendary Pictures, Mojang Studios, Vertigo Entertainment, On the Roam, Domain Entertainment","-150000000","2025-03-31","2025","0","-1.0","101","English","Released","Be there and be square.","A Minecraft Movie","6.872","39"
"False","250000","Horror, Thriller, Fantasy","https://www.itnfilms.net/catalog/peter-pan's-neverland-nightmare","tt21955520","peter pan, slasher, based on children's book, child abduction, magic land, independent film, violence against a child, the twisted childhood universe","1020414","en","Wendy Darling strikes out in an attempt to rescue her brother Michael from the clutches of the evil Peter Pan who intends to send him to Neverland. Along the way she meets a twisted Tinkerbell, who is hooked on what she thinks is fairy dust.","208.4255","Medium","https://image.tmdb.org/t/p/w500/mOR1Ks0EcXocwMV4EPv4letz0F5.jpg","Jagged Edge Productions","65648","2025-01-13","2025","315648","0.262592","89","English","Released","He's every parent's worst nightmare.","Peter Pan's Neverland Nightmare","5.846","26"
"False","50000000","Thriller, Drama, Mystery","https://www.focusfeatures.com/black-bag","tt30988739","london, england, husband wife relationship, spy, suspicion, dinner, intelligence officer, polygraph, intimate, bold, zurich, switzerland","1233575","en","When an intelligence agent is suspected of betraying the nation, her husband – also a legendary agent · faces the ultimate test of whether to be loyal to his marriage, or his country.","146.2493","Medium","https://image.tmdb.org/t/p/w500/hHPovtU4b96LHcoeEwRkGHI5btw.jpg","Casey Silver Productions","-18579045","2025-03-12","2025","31420955","-0.3715809","94","English","Released","It takes a spy to hunt a spy.","Black Bag","6.631","168"
"False","25000000","Action, Crime, Thriller","https://justwatch.pro/movie/1126166/flight-risk","tt10078772","airplane, pilot, flight, airplane accident","1126166","en","A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.","131.5247","Medium","https://image.tmdb.org/t/p/w500/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg","Davis Entertainment, Icon Productions, Hammerstone Studios, Media Capital Technologies","15420193","2025-01-22","2025","40420193","0.61680772","91","English","Released","Y'all need a pilot?","Flight Risk","6.1","570"
"False","118000000","Science Fiction, Comedy, Adventure","https://www.mickey17movie.com","tt12299608","based on novel or book, dark comedy, space travel, space colony, alien planet, creature, space adventure, human cloning, spaceship, amused, space sci-fi, black comedy, perjalanan luar angkasa, fiksi ilmiah","696506","en","Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","124.1591","Medium","https://image.tmdb.org/t/p/w500/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg","Warner Bros. Pictures, Plan B Entertainment, Offscreen, Kate Street Picture Company, Domain Entertainment","3519374","2025-02-28","2025","121519374","0.02982520338983051","137","English","Released","He's dying to save mankind.","Mickey 17","6.967","1075"
"False","10000000","Horror, Science Fiction, Thriller","https://www.findyourcompanion.com","tt26584495","artificial intelligence (a.i.), cabin, robot, boyfriend girlfriend relationship, duringcreditsstinger, robot girl, weekend getaway, human android relationship, toxic relationship, abusive relationship, malfunctioning android, sentient machine, sinister, sci-fi horror, human vs machines, cybernetics, android horror","1084199","en","During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.","84.9326","Low","https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg","BoulderLight Pictures, New Line Cinema, Vertigo Entertainment, Subconscious, Domain Entertainment, Warner Bros. Pictures","26499858","2025-01-22","2025","36499858","2.6499858","97","普通话, English, Deutsch, Pусский, Español","Released","Find someone made just for you.","Companion","7.081","942"
"False","200000000","Action, Comedy, Science Fiction","https://www.marvel.com/movies/deadpool-and-wolverine","tt6263850","hero, superhero, anti hero, mutant, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), mutants, superhero teamup","533535","en","A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.","61.7916","Low","https://image.tmdb.org/t/p/w500/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg","Marvel Studios, Maximum Effort, 21 Laps Entertainment, 20th Century Studios, Kevin Feige Productions, TSG Entertainment","1138073645","2024-07-24","2024","1338073645","5.690368225","128","English","Released","Come together.","Deadpool & Wolverine","7.6","6984"
"False","100000000","Animation, Family, Comedy, Science Fiction","https://www.despicable.me","tt7510222","superhero, villain, sequel, super villain, aftercreditsstinger, duringcreditsstinger, calm, illumination, kids","519182","en","Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","59.3515","Low","https://image.tmdb.org/t/p/w500/wWba3TaojhK7NdycRhoQpsG0FaH.jpg","Universal Pictures, Illumination","869280910","2024-06-20","2024","969280910","8.6928091","94","English","Released","Things just got a little more despicable.","Despicable Me 4","7.1","2664"
"False","55000000","Fantasy, Adventure, Action","https://inthelostlands.com","tt4419684","witch, dystopia, sorcery, betrayal, based on short story, sorceress, high fantasy, survival adventure","324544","en","A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where the sorceress and her guide, the drifter Boyce must outwit and outfight man and demon.","791.4652","High","https://image.tmdb.org/t/p/w500/iHf6bXPghWB6gT8kFkL1zo00x6X.jpg","Constantin Film, Spark Productions","-50244670","2025-02-27","2025","4755330","-0.9135394545454546","102","Deutsch, English","Released","She seeks the power to free her people.","In the Lost Lands","5.908","92"
"False","9895000","Action, Thriller, Mystery, Crime","","tt27852049","remake, based on movie, bollywood","1195430","hi","Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.","285.4748","Medium","https://image.tmdb.org/t/p/w500/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg","Zee Studios, Roy Kapur Films","-9895000","2025-01-31","2025","0","-1.0","155","हिन्दी","Released","","Deva","5.9","40"
"False","0","Action, Adventure","https://www.amazon.com/gp/video/detail/B0DCYJL1GN","tt35683795","","1229730","fr","By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","259.7774","Medium","https://image.tmdb.org/t/p/w500/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg","Gaumont","0","2025-03-27","2025","0","0","97","Français","Released","","Carjackers","6.275","110"
"False","0","Action, Thriller, Crime","","tt20419974","","1195585","en","An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.","281.8236","Medium","https://image.tmdb.org/t/p/w500/whkFbOZTamHeugEG95jvQehSzAH.jpg","Dbuck Films, Irish Productions, Ohlsen Productions, Tc Photography","0","2023-10-20","2023","0","0","76","English","Released","","The Hard Hit","7.5","14"
"False","200000000","Adventure, Family, Animation","https://movies.disney.com/mufasa-the-lion-king","tt13186482","friendship, paradise, lion, musical, prequel, jungle, told in flashback, betrayal by friend, chance meeting, live action remake, found family, lost, awestruck","762509","en","Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.","173.9135","Medium","https://image.tmdb.org/t/p/w500/lurEK87kukWNaHd0zYnsi3yzJrs.jpg","Walt Disney Pictures","521046090","2024-12-18","2024","721046090","2.60523045","118","English","Released","The story of an orphan who would be king.","Mufasa: The Lion King","7.42","1937"
"False","122000000","Action, Science Fiction, Comedy, Family, Adventure, Fantasy","https://www.sonicthehedgehogmovie.com","tt18259086","moon, sequel, based on video game, psychotic, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, cliché, complicated, sceptical","939243","en","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","154.1998","Medium","https://image.tmdb.org/t/p/w500/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg","Paramount Pictures, Original Film, Marza Animation Planet, SEGA, Blur Studio, SEGA of America","364018457","2024-12-19","2024","486018457","2.983757844262295","110","English","Released","New adventure. New rival.","Sonic the Hedgehog 3","7.741","2393"
"False","0","Animation, Action","https://www.warnerbros.com/movies/batman-ninja-vs-yakuza-league","tt32508210","based on comic, duringcreditsstinger","1297763","ja","The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!","128.4288","Medium","https://image.tmdb.org/t/p/w500/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg","Kamikaze Douga, Warner Bros. Japan, DC, Warner Bros. Animation","0","2025-03-17","2025","0","0","90","English, 日本語","Released","","Batman Ninja vs. Yakuza League","6.663","129"
